	id	appliance	turned_ON	turned_OFF	real_power_spike	react_power_spike	app_power_spike	ph_max_spike	real_power_tick	react_power_tick	app_power_tick	ph_max_tick
29	8	Dining Room Lights	2013-02-15 18:41:00	2013-02-15 18:41:00	0.18390747157653917	0.16236674030660084	0.18178426228182643	0.0003386616407424324	2013-02-15 18:41:00	2013-02-15 18:41:00	2013-02-15 18:41:00	2013-02-15 18:41:00
30	8	Dining Room Lights	2013-02-15 18:42:00	2013-02-15 18:42:00	0.12453434597727478	0.09262129279952849	0.12149322502606938	0.0012945210095480471	2013-02-15 18:42:00	2013-02-15 18:42:00	2013-02-15 18:42:00	2013-02-15 18:42:00
31	18	Laptop Charger	2013-02-15 18:43:00	2013-02-15 18:45:00	0.14146722689174188	0.07361780878431155	0.13440602946721833	0.004728957778276965	2013-02-15 18:43:04	2013-02-15 18:43:04	2013-02-15 18:43:04	2013-02-15 18:43:04
32	18	Laptop Charger	2013-02-15 18:46:00	2013-02-15 18:48:00	0.10273378073025609	0.08268928878005312	0.10068159122655969	0.0028045813341032056	2013-02-15 18:46:02	2013-02-15 18:46:02	2013-02-15 18:46:02	2013-02-15 18:46:03
33	18	Laptop Charger	2013-02-15 18:49:00	2013-02-15 18:51:00	0.13336490049617647	0.11128181876177604	0.13123355372335282	0.0015847862148171065	2013-02-15 18:49:02	2013-02-15 18:49:02	2013-02-15 18:49:02	2013-02-15 18:49:03
34	18	Laptop Charger	2013-02-15 18:52:00	2013-02-15 18:54:00	0.09080734535366897	0.065082086110144	0.08824770444227868	0.0044489226871618414	2013-02-15 18:52:02	2013-02-15 18:52:02	2013-02-15 18:52:02	2013-02-15 18:52:03
35	7	Crockpot	2013-02-15 18:55:00	2013-02-15 18:56:00	0.007601288154611269	0.007404583665042275	0.007581789847196848	0.00044062389041827694	2013-02-15 18:55:18	2013-02-15 18:55:18	2013-02-15 18:55:18	2013-02-15 18:55:30
36	7	Crockpot	2013-02-15 18:57:00	2013-02-15 18:57:30	0.007734963247902909	0.00827543833161326	0.007789636043848269	0.00035673522103445046	2013-02-15 18:57:02	2013-02-15 18:57:02	2013-02-15 18:57:02	2013-02-15 18:57:07
37	7	Crockpot	2013-02-15 19:00:00	2013-02-15 19:00:30	0.006461230419329302	0.008037277439253497	0.006431106808464076	0.0004424507233122759	2013-02-15 19:00:07	2013-02-15 19:00:01	2013-02-15 19:00:07	2013-02-15 19:00:01
38	5	Coffee Maker	2013-02-15 19:01:30	2013-02-15 19:03:30	0.028071346224625243	0.03307972963303404	0.028576165618042257	0.0007356854019173052	2013-02-15 19:02:08	2013-02-15 19:02:08	2013-02-15 19:02:08	2013-02-15 19:02:42
39	5	Coffee Maker	2013-02-15 19:05:00	2013-02-15 19:10:00	0.026342601682022217	0.03161249270053841	0.02688043800920642	0.0006826808678377345	2013-02-15 19:06:01	2013-02-15 19:06:01	2013-02-15 19:06:01	2013-02-15 19:06:01
40	5	Coffee Maker	2013-02-15 19:12:00	2013-02-15 19:14:30	0.01519374368239346	0.06150387116362852	0.01552972661984685	0.00029716103820040806	2013-02-15 19:12:37	2013-02-15 19:12:37	2013-02-15 19:12:37	2013-02-15 19:12:37
41	5	Coffee Maker	2013-02-15 19:16:00	2013-02-15 19:19:00	0.3064983972706809	0.5040270931023725	0.28637077346477496	0.022462222629154868	2013-02-15 19:18:51	2013-02-15 19:18:50	2013-02-15 19:18:51	2013-02-15 19:18:50
42	33	TV/DVR	2013-02-15 19:21:00	2013-02-15 19:22:00	0.1779014925755464	0.023264694215577093	0.16742038275768814	0.009667434660234949	2013-02-15 19:21:19	2013-02-15 19:21:15	2013-02-15 19:21:19	2013-02-15 19:21:19
43	33	TV/DVR	2013-02-15 19:23:30	2013-02-15 19:24:30	0.18623854536685297	0.03310896638352912	0.1755148718165627	0.01037740098507746	2013-02-15 19:24:03	2013-02-15 19:24:07	2013-02-15 19:24:03	2013-02-15 19:24:03
44	33	TV/DVR	2013-02-15 19:25:30	2013-02-15 19:26:30	0.20178226074666877	0.04080705157647112	0.1873624908052311	0.009393212351755297	2013-02-15 19:25:32	2013-02-15 19:26:29	2013-02-15 19:25:32	2013-02-15 19:25:34
45	6	Computer	2013-02-15 19:27:30	2013-02-15 19:29:30	0.22707132991443796	0.16006439869516395	0.22053506995093372	0.010732441851005144	2013-02-15 19:28:00	2013-02-15 19:28:00	2013-02-15 19:28:00	2013-02-15 19:28:55
46	6	Computer	2013-02-15 19:30:30	2013-02-15 19:32:00	1.391569292361113	2.262591759070118	1.3794749393904777	0.008747062594714802	2013-02-15 19:30:40	2013-02-15 19:30:40	2013-02-15 19:30:40	2013-02-15 19:30:34
47	6	Computer	2013-02-15 19:33:30	2013-02-15 19:35:00	0.1504228744177793	0.14036171429447475	0.13780043342305978	0.011497133401959066	2013-02-15 19:33:31	2013-02-15 19:33:31	2013-02-15 19:33:31	2013-02-15 19:33:31
48	6	Computer	2013-02-15 19:36:00	2013-02-15 19:37:00	0.14562431986202656	0.1259323718024483	0.13392001013850774	0.0108830611934873	2013-02-15 19:36:01	2013-02-15 19:36:01	2013-02-15 19:36:01	2013-02-15 19:36:01
49	29	Printer	2013-02-15 19:38:00	2013-02-15 19:40:30	0.030051966690930687	0.04305802611788418	0.026563064339035443	0.0037535952338203955	2013-02-15 19:39:42	2013-02-15 19:39:42	2013-02-15 19:39:42	2013-02-15 19:39:42
50	29	Printer	2013-02-15 19:41:30	2013-02-15 19:43:00	0.023227585431010535	0.03146373962608625	0.020273660115328197	0.0031316406755442024	2013-02-15 19:42:30	2013-02-15 19:42:30	2013-02-15 19:42:30	2013-02-15 19:42:30
51	29	Printer	2013-02-15 19:44:00	2013-02-15 19:45:00	0.029346077154446957	0.03826311147134848	0.025920710657517738	0.0036024140123631756	2013-02-15 19:44:08	2013-02-15 19:44:08	2013-02-15 19:44:57	2013-02-15 19:44:57
52	29	Printer	2013-02-15 19:46:30	2013-02-15 19:47:30	0.0268717832401543	0.028654642118094376	0.023902385351256654	0.003048265654474584	2013-02-15 19:47:26	2013-02-15 19:46:38	2013-02-15 19:47:26	2013-02-15 19:47:26
0	38	Washer	2012-04-13 23:21:30	2012-04-13 23:27:00	0.030925449529079538	0.024795996783550184	0.01621832027301656	0.014841078412705435	2012-04-13 23:23:15	2012-04-13 23:22:50	2012-04-13 23:26:14	2012-04-13 23:23:15
1	16	Dryer	2012-04-13 23:27:00	2012-04-13 23:28:30	0.004557091815444028	0.006559063565658702	0.003781825801108094	0.0029486248555315644	2012-04-13 23:27:36	2012-04-13 23:28:22	2012-04-13 23:28:22	2012-04-13 23:28:22
2	35	Toaster	2012-04-13 23:34:00	2012-04-13 23:34:30	0.002790479549046573	0.0035493736500212736	0.0022969023415007656	0.002006273746305057	2012-04-13 23:34:07	2012-04-13 23:34:11	2012-04-13 23:34:07	2012-04-13 23:34:10
3	32	Portable Vacuum	2012-04-13 23:42:00	2012-04-13 23:43:30	0.0027375045217505065	0.007058793778069474	0.004511174126411187	0.002993793608382412	2012-04-13 23:43:22	2012-04-13 23:42:39	2012-04-13 23:42:39	2012-04-13 23:42:04
4	8	Central Vacuum	2012-04-13 23:44:00	2012-04-13 23:44:30	0.04566555384493989	0.005582957653113886	0.021955197771238038	0.022677862201963262	2012-04-13 23:44:14	2012-04-13 23:44:19	2012-04-13 23:44:14	2012-04-13 23:44:14
0	16	Kitchen Lights	2012-06-13 18:00:00	2012-06-13 18:01:00	0.0038840592381903924	0.009309719074619268	0.003963808199567193	0.00016689858985734408	2012-06-13 18:00:03	2012-06-13 18:00:34	2012-06-13 18:00:03	2012-06-13 18:00:18
1	16	Kitchen Lights	2012-06-13 18:02:00	2012-06-13 18:02:30	0.0042712340544361444	0.010419575435954965	0.0044313527304346385	0.00015412466067655996	2012-06-13 18:02:04	2012-06-13 18:02:04	2012-06-13 18:02:04	2012-06-13 18:02:00
2	16	Kitchen Lights	2012-06-13 18:03:30	2012-06-13 18:04:30	0.002525839817488972	0.011926003109955749	0.0025891467506497573	0.0003507260295310654	2012-06-13 18:03:49	2012-06-13 18:03:52	2012-06-13 18:03:49	2012-06-13 18:03:52
3	16	Kitchen Lights	2012-06-13 18:05:30	2012-06-13 18:06:00	0.0025070253112781274	0.008172975990537953	0.002389975451498153	0.00020623984159140476	2012-06-13 18:05:36	2012-06-13 18:05:50	2012-06-13 18:05:36	2012-06-13 18:05:50
4	17	Kitchen Table Lights	2012-06-13 18:06:30	2012-06-13 18:07:00	0.00450576397340892	0.013732741965114023	0.004547996779891232	0.0002986865840066563	2012-06-13 18:06:39	2012-06-13 18:06:48	2012-06-13 18:06:39	2012-06-13 18:06:48
5	17	Kitchen Table Lights	2012-06-13 18:08:00	2012-06-13 18:09:00	0.003576593540914698	0.0065782035016416695	0.0036521508278418995	0.00015660266938933407	2012-06-13 18:08:41	2012-06-13 18:08:11	2012-06-13 18:08:41	2012-06-13 18:08:08
6	17	Kitchen Table Lights	2012-06-13 18:10:00	2012-06-13 18:10:30	0.0031553037414458287	0.005005057085832208	0.0031049914514518656	0.00015774642902290374	2012-06-13 18:10:23	2012-06-13 18:10:18	2012-06-13 18:10:23	2012-06-13 18:10:18
7	17	Kitchen Table Lights	2012-06-13 18:11:30	2012-06-13 18:12:00	0.0030039334540981643	0.007596393118483253	0.002732003965019924	0.000253865174362122	2012-06-13 18:11:43	2012-06-13 18:11:43	2012-06-13 18:11:43	2012-06-13 18:11:43
8	31	Stairway Lights	2012-06-13 18:12:30	2012-06-13 18:13:30	0.0022413579145318116	0.010175763166584832	0.0023282319095085866	0.00021640004261636012	2012-06-13 18:12:56	2012-06-13 18:12:54	2012-06-13 18:12:56	2012-06-13 18:12:54
9	31	Stairway Lights	2012-06-13 18:14:30	2012-06-13 18:15:00	0.0010034054066153212	0.00916164133414925	0.0009982120418191333	3.3163063204812716e-05	2012-06-13 18:14:57	2012-06-13 18:14:35	2012-06-13 18:14:57	2012-06-13 18:14:35
10	31	Stairway Lights	2012-06-13 18:16:00	2012-06-13 18:17:00	0.6158526529931612	2.718080855296252	0.6124451843549455	0.004395381881532888	2012-06-13 18:16:39	2012-06-13 18:16:39	2012-06-13 18:16:39	2012-06-13 18:16:39
11	31	Stairway Lights	2012-06-13 18:18:00	2012-06-13 18:19:00	0.9861295886347492	4.557635671434718	0.9762248583094436	0.004668225588725048	2012-06-13 18:18:39	2012-06-13 18:18:39	2012-06-13 18:18:39	2012-06-13 18:18:09
12	15	Hallway Lights	2012-06-13 18:19:00	2012-06-13 18:20:00	0.6177204218593751	2.751888762495949	0.614283408508139	0.00455370570221487	2012-06-13 18:19:39	2012-06-13 18:19:39	2012-06-13 18:19:39	2012-06-13 18:19:39
13	15	Hallway Lights	2012-06-13 18:21:00	2012-06-13 18:21:30	0.0019353675264332849	0.007399247914017985	0.001957919712165132	0.00018941336031342784	2012-06-13 18:21:25	2012-06-13 18:21:18	2012-06-13 18:21:25	2012-06-13 18:21:18
14	15	Hallway Lights	2012-06-13 18:22:30	2012-06-13 18:23:30	0.005511514705329792	0.014445361004658257	0.0054748003432152125	0.00024260416066204242	2012-06-13 18:23:09	2012-06-13 18:22:39	2012-06-13 18:23:09	2012-06-13 18:23:02
15	15	Hallway Lights	2012-06-13 18:24:30	2012-06-13 18:25:30	0.007127108060368533	0.007208678067994693	0.007081704351648611	0.00019079320809114712	2012-06-13 18:24:45	2012-06-13 18:25:18	2012-06-13 18:24:45	2012-06-13 18:25:18
16	12	Front Room Lights	2012-06-13 18:26:30	2012-06-13 18:27:30	0.005156185057618059	0.021206081710529276	0.0049259266907882016	0.0004221515422129339	2012-06-13 18:26:32	2012-06-13 18:26:59	2012-06-13 18:26:32	2012-06-13 18:26:59
17	12	Front Room Lights	2012-06-13 18:28:30	2012-06-13 18:29:00	0.002286451768517843	0.008728770239263576	0.0023835873115557477	0.0001699299438025188	2012-06-13 18:28:44	2012-06-13 18:28:36	2012-06-13 18:28:44	2012-06-13 18:28:36
18	12	Front Room Lights	2012-06-13 18:31:00	2012-06-13 18:32:00	0.00230909057150165	0.008050864085601322	0.0023433838120255086	0.0001860415615385949	2012-06-13 18:31:24	2012-06-13 18:31:44	2012-06-13 18:31:24	2012-06-13 18:31:03
19	12	Front Room Lights	2012-06-13 18:33:00	2012-06-13 18:34:00	0.004463212828246485	0.006658928970679927	0.004326683946450515	0.00013225231470365064	2012-06-13 18:33:01	2012-06-13 18:33:07	2012-06-13 18:33:01	2012-06-13 18:33:44
20	19	Laundry Room Lights	2012-06-13 18:34:30	2012-06-13 18:35:00	0.002075454095163803	0.006462420127211436	0.0020601199126424204	0.00014966176581248614	2012-06-13 18:34:37	2012-06-13 18:34:55	2012-06-13 18:34:37	2012-06-13 18:34:30
21	19	Laundry Room Lights	2012-06-13 18:36:30	2012-06-13 18:38:00	0.01795558762497155	0.012328744426329606	0.0178289743106349	0.00020474179648106522	2012-06-13 18:37:29	2012-06-13 18:37:29	2012-06-13 18:37:29	2012-06-13 18:37:27
22	20	Living Room Lights	2012-06-13 18:40:30	2012-06-13 18:41:30	0.0029316749783005365	0.47171730709636	0.002933439754835489	4.9079493164728526e-05	2012-06-13 18:41:29	2012-06-13 18:40:47	2012-06-13 18:41:29	2012-06-13 18:40:47
23	20	Living Room Lights	2012-06-13 18:43:30	2012-06-13 18:44:30	0.0033226625815576754	1.2607996501123164	0.003323535939682698	4.8369578346356887e-05	2012-06-13 18:43:30	2012-06-13 18:44:28	2012-06-13 18:43:30	2012-06-13 18:44:28
24	26	Office Lights	2012-06-13 18:50:30	2012-06-13 18:51:30	0.0030012058049226024	0.7085017903241896	0.0030002932893820424	1.0355988526857118e-05	2012-06-13 18:50:32	2012-06-13 18:50:38	2012-06-13 18:50:32	2012-06-13 18:50:38
25	26	Office Lights	2012-06-13 18:53:30	2012-06-13 18:55:30	0.330529278210063	10.511196314259905	0.3271761045584297	0.004097974657545006	2012-06-13 18:55:06	2012-06-13 18:55:06	2012-06-13 18:55:06	2012-06-13 18:55:06
26	3	Bedroom 1 Lights	2012-06-13 18:56:30	2012-06-13 18:57:30	0.0021223820391143727	0.02252385407977718	0.002115776016210526	0.000568665767103757	2012-06-13 18:57:05	2012-06-13 18:57:14	2012-06-13 18:57:05	2012-06-13 18:57:14
27	3	Bedroom 1 Lights	2012-06-13 18:58:30	2012-06-13 18:59:30	0.003871141406699639	0.006811985752722643	0.003752940162713272	0.0001936530241626339	2012-06-13 18:58:58	2012-06-13 18:59:29	2012-06-13 18:58:58	2012-06-13 18:58:55
28	3	Bedroom 1 Lights	2012-06-13 19:01:30	2012-06-13 19:02:30	0.003037174159781973	0.009836247958520318	0.0030611973858337142	0.00019435172445074418	2012-06-13 19:02:04	2012-06-13 19:01:57	2012-06-13 19:02:04	2012-06-13 19:01:57
29	1	Bathroom 1 Lights	2012-06-13 19:08:00	2012-06-13 19:08:30	0.0014670788712984708	0.0029193199541016155	0.0013403413588495986	0.00045075775678458534	2012-06-13 19:08:10	2012-06-13 19:08:07	2012-06-13 19:08:00	2012-06-13 19:08:07
30	1	Bathroom 1 Lights	2012-06-13 19:11:00	2012-06-13 19:12:00	0.002146077375361032	0.00421057794350843	0.0018369192179273233	0.0005554696994076962	2012-06-13 19:11:24	2012-06-13 19:11:47	2012-06-13 19:11:24	2012-06-13 19:11:44
31	4	Bedroom 2 Lights	2012-06-13 19:14:00	2012-06-13 19:15:00	0.00232917656596383	0.004871751158252407	0.001889971969643394	0.0006909765020827556	2012-06-13 19:14:32	2012-06-13 19:14:13	2012-06-13 19:14:51	2012-06-13 19:14:01
32	4	Bedroom 2 Lights	2012-06-13 19:17:00	2012-06-13 19:18:00	0.005793409289845464	0.002751010515637624	0.004770794384411333	0.0010030208439345204	2012-06-13 19:17:36	2012-06-13 19:17:11	2012-06-13 19:17:36	2012-06-13 19:17:36
33	2	Bathroom 2 Lights	2012-06-13 19:22:00	2012-06-13 19:23:00	0.001476670646200489	0.008323186884954129	0.0015342503070950467	0.0014938163815505885	2012-06-13 19:22:03	2012-06-13 19:22:09	2012-06-13 19:22:06	2012-06-13 19:22:09
34	2	Bathroom 2 Lights	2012-06-13 19:25:00	2012-06-13 19:26:00	0.001549979279325048	0.008475124387370123	0.00163110851994831	0.001354258006135657	2012-06-13 19:25:49	2012-06-13 19:25:10	2012-06-13 19:25:10	2012-06-13 19:25:10
35	34	Tea Kettle	2012-06-13 22:11:30	2012-06-13 22:15:00	0.3098750253415317	0.3083468209789619	0.3090018502388516	0.0009168484508212396	2012-06-13 22:11:40	2012-06-13 22:11:41	2012-06-13 22:11:40	2012-06-13 22:12:40
36	34	Tea Kettle	2012-06-13 22:20:00	2012-06-13 22:23:30	5.148642357383774	0.17186318186168198	5.022365207645213	0.009420261085031486	2012-06-13 22:21:37	2012-06-13 22:21:37	2012-06-13 22:21:37	2012-06-13 22:21:37
37	34	Tea Kettle	2012-06-13 22:25:00	2012-06-13 22:29:00	3.105127651544986	5.694146290473538	3.1750226748480066	0.01482189891529735	2012-06-13 22:25:44	2012-06-13 22:25:44	2012-06-13 22:25:44	2012-06-13 22:25:44
38	34	Tea Kettle	2012-06-13 22:31:00	2012-06-13 22:34:30	0.246202282781984	0.022084508879954994	0.22362254685265037	0.020034969916511047	2012-06-13 22:34:09	2012-06-13 22:34:09	2012-06-13 22:34:09	2012-06-13 22:34:09
39	23	Master Bedroom Lights	2012-06-13 22:58:00	2012-06-13 22:59:00	0.6876561804862795	0.25700282952808495	0.6211557601937907	0.04043584270140506	2012-06-13 22:58:03	2012-06-13 22:58:37	2012-06-13 22:58:03	2012-06-13 22:58:20
40	23	Master Bedroom Lights	2012-06-13 23:01:00	2012-06-13 23:02:00	0.6841378999886171	0.5206569067229452	0.6137562882805769	0.056444634347646114	2012-06-13 23:01:25	2012-06-13 23:01:58	2012-06-13 23:01:25	2012-06-13 23:01:59
41	22	Master Bath Lights	2012-06-13 23:04:00	2012-06-13 23:05:00	0.44933994026156465	0.6498284485575169	0.37556732238614754	0.07270213825632162	2012-06-13 23:04:59	2012-06-13 23:04:12	2012-06-13 23:04:59	2012-06-13 23:04:59
42	22	Master Bath Lights	2012-06-13 23:07:00	2012-06-13 23:08:00	0.11701309344417801	0.12110874305839021	0.09878643196487884	0.030442444669093998	2012-06-13 23:07:45	2012-06-13 23:07:45	2012-06-13 23:07:45	2012-06-13 23:07:11
43	24	Master Closet Lights	2012-06-13 23:10:00	2012-06-13 23:11:00	0.43290897226277	0.12273784558425758	0.4054490674666023	0.025042380850712146	2012-06-13 23:10:35	2012-06-13 23:10:35	2012-06-13 23:10:35	2012-06-13 23:10:35
44	24	Master Closet Lights	2012-06-13 23:13:30	2012-06-13 23:14:30	0.692203740028793	0.24666779339644573	0.6179958043138396	0.041971551332029323	2012-06-13 23:14:19	2012-06-13 23:13:46	2012-06-13 23:14:19	2012-06-13 23:14:19
45	35	Toaster	2012-06-13 23:18:00	2012-06-13 23:19:00	0.6120064322358282	0.7092009686826644	0.5540293270271187	0.09222144348998472	2012-06-13 23:18:08	2012-06-13 23:18:42	2012-06-13 23:18:08	2012-06-13 23:19:00
46	35	Toaster	2012-06-13 23:21:30	2012-06-13 23:23:30	0.33719985695291876	0.4059553220144118	0.3415428498155487	0.041392742048429236	2012-06-13 23:23:16	2012-06-13 23:23:16	2012-06-13 23:23:16	2012-06-13 23:22:26
47	35	Toaster	2012-06-13 23:29:00	2012-06-13 23:30:30	0.7206663720590114	0.268464502844512	0.6512363052289316	0.04305072951465038	2012-06-13 23:30:27	2012-06-13 23:29:03	2012-06-13 23:30:27	2012-06-13 23:30:27
48	35	Toaster	2012-06-13 23:36:00	2012-06-13 23:39:00	1.564673549988439	9.987902333297928	1.6974311580368222	0.13462861331643833	2012-06-13 23:38:12	2012-06-13 23:38:27	2012-06-13 23:38:12	2012-06-13 23:36:44
49	37	Washer	2012-06-13 23:44:00	2012-06-14 00:45:30	1.477335019770104	19.365124431129214	1.635200615724647	0.35202760305308256	2012-06-13 23:46:38	2012-06-14 00:43:41	2012-06-14 00:37:25	2012-06-14 00:23:49
50	10	Dryer	2012-06-14 00:46:00	2012-06-14 01:23:30	1.2555617784055482	272.68026266416757	1.1523086086643306	0.05010568702629409	2012-06-14 01:19:43	2012-06-14 00:53:00	2012-06-14 01:19:43	2012-06-14 01:20:16
